_step,mean_eps_reward,run_name,seed,agent,opponent,total-steps,normalize_obs,num-parallel-envs
4282,-17.365,divine-sweep-1,6,sac,strong,200000,True,8
4322,-17.366,divine-sweep-1,6,sac,strong,200000,True,8
4338,-17.352,divine-sweep-1,6,sac,strong,200000,True,8
4350,-17.337,divine-sweep-1,6,sac,strong,200000,True,8
4370,-17.186,divine-sweep-1,6,sac,strong,200000,True,8
4403,-17.186,divine-sweep-1,6,sac,strong,200000,True,8
4421,-17.186,divine-sweep-1,6,sac,strong,200000,True,8
4425,-17.186,divine-sweep-1,6,sac,strong,200000,True,8
4426,-17.186,divine-sweep-1,6,sac,strong,200000,True,8
4448,-17.249,divine-sweep-1,6,sac,strong,200000,True,8
4454,-17.249,divine-sweep-1,6,sac,strong,200000,True,8
4482,-17.216,divine-sweep-1,6,sac,strong,200000,True,8
4488,-17.216,divine-sweep-1,6,sac,strong,200000,True,8
4490,-17.216,divine-sweep-1,6,sac,strong,200000,True,8
4506,-17.187,divine-sweep-1,6,sac,strong,200000,True,8
4527,-17.16,divine-sweep-1,6,sac,strong,200000,True,8
4528,-17.16,divine-sweep-1,6,sac,strong,200000,True,8
4580,-17.274,divine-sweep-1,6,sac,strong,200000,True,8
4610,-17.298,divine-sweep-1,6,sac,strong,200000,True,8
4632,-17.202,divine-sweep-1,6,sac,strong,200000,True,8
4649,-17.174,divine-sweep-1,6,sac,strong,200000,True,8
4651,-17.174,divine-sweep-1,6,sac,strong,200000,True,8
4652,-17.174,divine-sweep-1,6,sac,strong,200000,True,8
4660,-17.093,divine-sweep-1,6,sac,strong,200000,True,8
4667,-17.093,divine-sweep-1,6,sac,strong,200000,True,8
4673,-17.093,divine-sweep-1,6,sac,strong,200000,True,8
4736,-17.179,divine-sweep-1,6,sac,strong,200000,True,8
4775,-17.152,divine-sweep-1,6,sac,strong,200000,True,8
4800,-17.152,divine-sweep-1,6,sac,strong,200000,True,8
4891,-17.112,divine-sweep-1,6,sac,strong,200000,True,8
4936,-17.049,divine-sweep-1,6,sac,strong,200000,True,8
4980,-17.029,divine-sweep-1,6,sac,strong,200000,True,8
5005,-16.907,divine-sweep-1,6,sac,strong,200000,True,8
5020,-16.965,divine-sweep-1,6,sac,strong,200000,True,8
5036,-16.965,divine-sweep-1,6,sac,strong,200000,True,8
5039,-16.942,divine-sweep-1,6,sac,strong,200000,True,8
5042,-16.942,divine-sweep-1,6,sac,strong,200000,True,8
5057,-16.942,divine-sweep-1,6,sac,strong,200000,True,8
5066,-16.942,divine-sweep-1,6,sac,strong,200000,True,8
5077,-16.942,divine-sweep-1,6,sac,strong,200000,True,8
5141,-17.082,divine-sweep-1,6,sac,strong,200000,True,8
5165,-17.101,divine-sweep-1,6,sac,strong,200000,True,8
5169,-17.101,divine-sweep-1,6,sac,strong,200000,True,8
5219,-17.129,divine-sweep-1,6,sac,strong,200000,True,8
5241,-17.19,divine-sweep-1,6,sac,strong,200000,True,8
5249,-17.19,divine-sweep-1,6,sac,strong,200000,True,8
5267,-17.284,divine-sweep-1,6,sac,strong,200000,True,8
5295,-17.332,divine-sweep-1,6,sac,strong,200000,True,8
5314,-17.317,divine-sweep-1,6,sac,strong,200000,True,8
5328,-17.293,divine-sweep-1,6,sac,strong,200000,True,8
5337,-17.293,divine-sweep-1,6,sac,strong,200000,True,8
5347,-17.293,divine-sweep-1,6,sac,strong,200000,True,8
5349,-17.293,divine-sweep-1,6,sac,strong,200000,True,8
5361,-17.293,divine-sweep-1,6,sac,strong,200000,True,8
5370,-17.293,divine-sweep-1,6,sac,strong,200000,True,8
5389,-17.286,divine-sweep-1,6,sac,strong,200000,True,8
5391,-17.286,divine-sweep-1,6,sac,strong,200000,True,8
5397,-17.286,divine-sweep-1,6,sac,strong,200000,True,8
5420,-17.286,divine-sweep-1,6,sac,strong,200000,True,8
5439,-17.306,divine-sweep-1,6,sac,strong,200000,True,8
5474,-17.331,divine-sweep-1,6,sac,strong,200000,True,8
5484,-17.331,divine-sweep-1,6,sac,strong,200000,True,8
5521,-17.283,divine-sweep-1,6,sac,strong,200000,True,8
5545,-17.258,divine-sweep-1,6,sac,strong,200000,True,8
5571,-17.258,divine-sweep-1,6,sac,strong,200000,True,8
5582,-17.258,divine-sweep-1,6,sac,strong,200000,True,8
5594,-17.238,divine-sweep-1,6,sac,strong,200000,True,8
5597,-17.238,divine-sweep-1,6,sac,strong,200000,True,8
5605,-17.238,divine-sweep-1,6,sac,strong,200000,True,8
5645,-17.135,divine-sweep-1,6,sac,strong,200000,True,8
5654,-17.092,divine-sweep-1,6,sac,strong,200000,True,8
5662,-17.092,divine-sweep-1,6,sac,strong,200000,True,8
5715,-17.075,divine-sweep-1,6,sac,strong,200000,True,8
5742,-17.075,divine-sweep-1,6,sac,strong,200000,True,8
5756,-17.075,divine-sweep-1,6,sac,strong,200000,True,8
5770,-17.116,divine-sweep-1,6,sac,strong,200000,True,8
5774,-17.116,divine-sweep-1,6,sac,strong,200000,True,8
5779,-17.116,divine-sweep-1,6,sac,strong,200000,True,8
5818,-17.2,divine-sweep-1,6,sac,strong,200000,True,8
5825,-17.2,divine-sweep-1,6,sac,strong,200000,True,8
5848,-17.212,divine-sweep-1,6,sac,strong,200000,True,8
5905,-17.055,divine-sweep-1,6,sac,strong,200000,True,8
5910,-16.969,divine-sweep-1,6,sac,strong,200000,True,8
5938,-16.949,divine-sweep-1,6,sac,strong,200000,True,8
5948,-16.949,divine-sweep-1,6,sac,strong,200000,True,8
5957,-16.949,divine-sweep-1,6,sac,strong,200000,True,8
5973,-16.999,divine-sweep-1,6,sac,strong,200000,True,8
6008,-16.964,divine-sweep-1,6,sac,strong,200000,True,8
6024,-16.964,divine-sweep-1,6,sac,strong,200000,True,8
6027,-16.964,divine-sweep-1,6,sac,strong,200000,True,8
6077,-16.931,divine-sweep-1,6,sac,strong,200000,True,8
6088,-16.931,divine-sweep-1,6,sac,strong,200000,True,8
6090,-16.931,divine-sweep-1,6,sac,strong,200000,True,8
6126,-16.903,divine-sweep-1,6,sac,strong,200000,True,8
6140,-16.884,divine-sweep-1,6,sac,strong,200000,True,8
6197,-16.868,divine-sweep-1,6,sac,strong,200000,True,8
6209,-16.868,divine-sweep-1,6,sac,strong,200000,True,8
6222,-16.85,divine-sweep-1,6,sac,strong,200000,True,8
6233,-16.788,divine-sweep-1,6,sac,strong,200000,True,8
6244,-16.788,divine-sweep-1,6,sac,strong,200000,True,8
6298,-16.747,divine-sweep-1,6,sac,strong,200000,True,8
6313,-16.712,divine-sweep-1,6,sac,strong,200000,True,8
6319,-16.712,divine-sweep-1,6,sac,strong,200000,True,8
6323,-16.712,divine-sweep-1,6,sac,strong,200000,True,8
6335,-16.704,divine-sweep-1,6,sac,strong,200000,True,8
6352,-16.657,divine-sweep-1,6,sac,strong,200000,True,8
6358,-16.657,divine-sweep-1,6,sac,strong,200000,True,8
6371,-16.657,divine-sweep-1,6,sac,strong,200000,True,8
6388,-16.657,divine-sweep-1,6,sac,strong,200000,True,8
6441,-16.558,divine-sweep-1,6,sac,strong,200000,True,8
6443,-16.558,divine-sweep-1,6,sac,strong,200000,True,8
6448,-16.558,divine-sweep-1,6,sac,strong,200000,True,8
6456,-16.558,divine-sweep-1,6,sac,strong,200000,True,8
6485,-16.533,divine-sweep-1,6,sac,strong,200000,True,8
6496,-16.533,divine-sweep-1,6,sac,strong,200000,True,8
6535,-16.603,divine-sweep-1,6,sac,strong,200000,True,8
6552,-16.603,divine-sweep-1,6,sac,strong,200000,True,8
6553,-16.603,divine-sweep-1,6,sac,strong,200000,True,8
6566,-16.603,divine-sweep-1,6,sac,strong,200000,True,8
6604,-16.73,divine-sweep-1,6,sac,strong,200000,True,8
6628,-16.713,divine-sweep-1,6,sac,strong,200000,True,8
6631,-16.713,divine-sweep-1,6,sac,strong,200000,True,8
6645,-16.713,divine-sweep-1,6,sac,strong,200000,True,8
6660,-16.76,divine-sweep-1,6,sac,strong,200000,True,8
6674,-16.76,divine-sweep-1,6,sac,strong,200000,True,8
6677,-16.76,divine-sweep-1,6,sac,strong,200000,True,8
6692,-16.729,divine-sweep-1,6,sac,strong,200000,True,8
6693,-16.729,divine-sweep-1,6,sac,strong,200000,True,8
6696,-16.729,divine-sweep-1,6,sac,strong,200000,True,8
6701,-16.729,divine-sweep-1,6,sac,strong,200000,True,8
6743,-16.778,divine-sweep-1,6,sac,strong,200000,True,8
6750,-16.816,divine-sweep-1,6,sac,strong,200000,True,8
6760,-16.816,divine-sweep-1,6,sac,strong,200000,True,8
6764,-16.824,divine-sweep-1,6,sac,strong,200000,True,8
6783,-16.824,divine-sweep-1,6,sac,strong,200000,True,8
6827,-16.803,divine-sweep-1,6,sac,strong,200000,True,8
6829,-16.803,divine-sweep-1,6,sac,strong,200000,True,8
6887,-16.759,divine-sweep-1,6,sac,strong,200000,True,8
6945,-16.837,divine-sweep-1,6,sac,strong,200000,True,8
6956,-16.783,divine-sweep-1,6,sac,strong,200000,True,8
6974,-16.768,divine-sweep-1,6,sac,strong,200000,True,8
7005,-16.712,divine-sweep-1,6,sac,strong,200000,True,8
7008,-16.712,divine-sweep-1,6,sac,strong,200000,True,8
7011,-16.712,divine-sweep-1,6,sac,strong,200000,True,8
7057,-16.782,divine-sweep-1,6,sac,strong,200000,True,8
7062,-16.782,divine-sweep-1,6,sac,strong,200000,True,8
7065,-16.782,divine-sweep-1,6,sac,strong,200000,True,8
7078,-16.716,divine-sweep-1,6,sac,strong,200000,True,8
7113,-16.651,divine-sweep-1,6,sac,strong,200000,True,8
7163,-16.564,divine-sweep-1,6,sac,strong,200000,True,8
7201,-16.561,divine-sweep-1,6,sac,strong,200000,True,8
7213,-16.572,divine-sweep-1,6,sac,strong,200000,True,8
7239,-16.572,divine-sweep-1,6,sac,strong,200000,True,8
7240,-16.572,divine-sweep-1,6,sac,strong,200000,True,8
7249,-16.572,divine-sweep-1,6,sac,strong,200000,True,8
7276,-16.572,divine-sweep-1,6,sac,strong,200000,True,8
7300,-16.561,divine-sweep-1,6,sac,strong,200000,True,8
7302,-16.561,divine-sweep-1,6,sac,strong,200000,True,8
7350,-16.561,divine-sweep-1,6,sac,strong,200000,True,8
7358,-16.561,divine-sweep-1,6,sac,strong,200000,True,8
7374,-16.604,divine-sweep-1,6,sac,strong,200000,True,8
7391,-16.64,divine-sweep-1,6,sac,strong,200000,True,8
7432,-16.641,divine-sweep-1,6,sac,strong,200000,True,8
7442,-16.686,divine-sweep-1,6,sac,strong,200000,True,8
7455,-16.652,divine-sweep-1,6,sac,strong,200000,True,8
7473,-16.66,divine-sweep-1,6,sac,strong,200000,True,8
7499,-16.645,divine-sweep-1,6,sac,strong,200000,True,8
7507,-16.634,divine-sweep-1,6,sac,strong,200000,True,8
7567,-16.634,divine-sweep-1,6,sac,strong,200000,True,8
7601,-16.637,divine-sweep-1,6,sac,strong,200000,True,8
7615,-16.622,divine-sweep-1,6,sac,strong,200000,True,8
7622,-16.622,divine-sweep-1,6,sac,strong,200000,True,8
7642,-16.614,divine-sweep-1,6,sac,strong,200000,True,8
7657,-16.585,divine-sweep-1,6,sac,strong,200000,True,8
7662,-16.571,divine-sweep-1,6,sac,strong,200000,True,8
7668,-16.571,divine-sweep-1,6,sac,strong,200000,True,8
7671,-16.571,divine-sweep-1,6,sac,strong,200000,True,8
7709,-16.588,divine-sweep-1,6,sac,strong,200000,True,8
7711,-16.588,divine-sweep-1,6,sac,strong,200000,True,8
7718,-16.588,divine-sweep-1,6,sac,strong,200000,True,8
7777,-16.622,divine-sweep-1,6,sac,strong,200000,True,8
7795,-16.622,divine-sweep-1,6,sac,strong,200000,True,8
7844,-16.646,divine-sweep-1,6,sac,strong,200000,True,8
7864,-16.646,divine-sweep-1,6,sac,strong,200000,True,8
7872,-16.658,divine-sweep-1,6,sac,strong,200000,True,8
7875,-16.658,divine-sweep-1,6,sac,strong,200000,True,8
7902,-16.611,divine-sweep-1,6,sac,strong,200000,True,8
7909,-16.611,divine-sweep-1,6,sac,strong,200000,True,8
7918,-16.627,divine-sweep-1,6,sac,strong,200000,True,8
7963,-16.601,divine-sweep-1,6,sac,strong,200000,True,8
7968,-16.601,divine-sweep-1,6,sac,strong,200000,True,8
7993,-16.642,divine-sweep-1,6,sac,strong,200000,True,8
7995,-16.642,divine-sweep-1,6,sac,strong,200000,True,8
8019,-16.603,divine-sweep-1,6,sac,strong,200000,True,8
8051,-16.59,divine-sweep-1,6,sac,strong,200000,True,8
8091,-16.59,divine-sweep-1,6,sac,strong,200000,True,8
8152,-16.585,divine-sweep-1,6,sac,strong,200000,True,8
8167,-16.571,divine-sweep-1,6,sac,strong,200000,True,8
8198,-16.61,divine-sweep-1,6,sac,strong,200000,True,8
8210,-16.61,divine-sweep-1,6,sac,strong,200000,True,8
8232,-16.601,divine-sweep-1,6,sac,strong,200000,True,8
8236,-16.601,divine-sweep-1,6,sac,strong,200000,True,8
8241,-16.601,divine-sweep-1,6,sac,strong,200000,True,8
8261,-16.569,divine-sweep-1,6,sac,strong,200000,True,8
8283,-16.578,divine-sweep-1,6,sac,strong,200000,True,8
8285,-16.578,divine-sweep-1,6,sac,strong,200000,True,8
8288,-16.578,divine-sweep-1,6,sac,strong,200000,True,8
8308,-16.547,divine-sweep-1,6,sac,strong,200000,True,8
8319,-16.547,divine-sweep-1,6,sac,strong,200000,True,8
8331,-16.547,divine-sweep-1,6,sac,strong,200000,True,8
8332,-16.547,divine-sweep-1,6,sac,strong,200000,True,8
