_step,mean_eps_reward,run_name,seed,agent,opponent,total-steps,normalize_obs,num-parallel-envs
7455,-16.607,drawn-sweep-2,10,sac,weak,200000,True,8
7473,-16.555,drawn-sweep-2,10,sac,weak,200000,True,8
7499,-16.555,drawn-sweep-2,10,sac,weak,200000,True,8
7507,-16.555,drawn-sweep-2,10,sac,weak,200000,True,8
7567,-16.562,drawn-sweep-2,10,sac,weak,200000,True,8
7601,-16.519,drawn-sweep-2,10,sac,weak,200000,True,8
7615,-16.507,drawn-sweep-2,10,sac,weak,200000,True,8
7622,-16.552,drawn-sweep-2,10,sac,weak,200000,True,8
7642,-16.585,drawn-sweep-2,10,sac,weak,200000,True,8
7657,-16.571,drawn-sweep-2,10,sac,weak,200000,True,8
7662,-16.571,drawn-sweep-2,10,sac,weak,200000,True,8
7668,-16.563,drawn-sweep-2,10,sac,weak,200000,True,8
7671,-16.553,drawn-sweep-2,10,sac,weak,200000,True,8
7709,-16.574,drawn-sweep-2,10,sac,weak,200000,True,8
7711,-16.574,drawn-sweep-2,10,sac,weak,200000,True,8
7718,-16.517,drawn-sweep-2,10,sac,weak,200000,True,8
7777,-16.462,drawn-sweep-2,10,sac,weak,200000,True,8
7795,-16.462,drawn-sweep-2,10,sac,weak,200000,True,8
7844,-16.482,drawn-sweep-2,10,sac,weak,200000,True,8
7864,-16.478,drawn-sweep-2,10,sac,weak,200000,True,8
7872,-16.478,drawn-sweep-2,10,sac,weak,200000,True,8
7875,-16.478,drawn-sweep-2,10,sac,weak,200000,True,8
7902,-16.47,drawn-sweep-2,10,sac,weak,200000,True,8
7909,-16.47,drawn-sweep-2,10,sac,weak,200000,True,8
7918,-16.47,drawn-sweep-2,10,sac,weak,200000,True,8
7963,-16.398,drawn-sweep-2,10,sac,weak,200000,True,8
7968,-16.398,drawn-sweep-2,10,sac,weak,200000,True,8
7993,-16.405,drawn-sweep-2,10,sac,weak,200000,True,8
7995,-16.405,drawn-sweep-2,10,sac,weak,200000,True,8
8019,-16.413,drawn-sweep-2,10,sac,weak,200000,True,8
8051,-16.413,drawn-sweep-2,10,sac,weak,200000,True,8
8091,-16.394,drawn-sweep-2,10,sac,weak,200000,True,8
8152,-16.399,drawn-sweep-2,10,sac,weak,200000,True,8
