_step,mean_eps_reward,run_name,seed,agent,opponent,selfplay,backup-freq,total-steps,normalize_obs,quantile_critic,num-parallel-envs
4948817.0,8.625,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4950019.0,8.585,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4950108.0,8.581,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4950167.0,8.581,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4951750.0,8.602,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4953427.0,8.576,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4954642.0,8.54,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4954827.0,8.537,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4955038.0,8.533,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4963479.0,8.586,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4967414.0,8.605,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4971236.0,8.609,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4971768.0,8.614,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4972122.0,8.625,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4974164.0,8.656,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4974866.0,8.651,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4976030.0,8.653,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4977967.0,8.688,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4980149.0,8.691,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4986735.0,8.751,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4986807.0,8.743,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4988339.0,8.713,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4989410.0,8.721,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4990119.0,8.721,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4990985.0,8.711,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4992851.0,8.705,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4998327.0,8.689,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
4998442.0,8.697,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5006188.0,8.592,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5006492.0,8.581,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5006915.0,8.567,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5010114.0,8.538,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5015289.0,8.454,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5018739.0,8.466,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5022092.0,8.446,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5022352.0,8.448,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5022644.0,8.457,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5027584.0,8.507,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5030201.0,8.515,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5030345.0,8.518,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5030706.0,8.51,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5032192.0,8.509,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5032240.0,8.505,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5033232.0,8.474,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5033558.0,8.46,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5040082.0,8.452,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5041731.0,8.459,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5042284.0,8.464,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5043914.0,8.487,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5050796.0,8.491,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5053073.0,8.492,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5055337.0,8.517,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5057385.0,8.566,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5059992.0,8.575,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5068923.0,8.573,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5070047.0,8.571,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5071004.0,8.582,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5078026.0,8.557,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5080240.0,8.532,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5082945.0,8.53,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5083938.0,8.562,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5095559.0,8.62,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5096972.0,8.621,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5097542.0,8.638,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5097662.0,8.634,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5099225.0,8.601,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5099750.0,8.619,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5101061.0,8.61,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5101185.0,8.592,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5101435.0,8.593,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5104574.0,8.615,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5107643.0,8.597,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5108947.0,8.591,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5109985.0,8.578,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
5110058.0,8.573,cosmic-sweep-1,10,sac,strong weak crossplay.mixed7030_baseline@sac crossplay.mixed_baseline@sac crossplay.strong_baseline@sac crossplay.weak_baseline@sac crossplay@mbpo_sac crossplay.selfplay3m@sac sac_1@sac_test sac_2@sac_test test@td3_simon selfplay5m@sac selfplay4m@sac selfplay2m@sac,True,-1,20000000,True,True,8
