_step,mean_eps_reward,run_name,seed,agent,opponent,pink_noise,total-steps,num-parallel-envs
6222,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6233,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6244,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6298,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6313,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6319,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6323,-17.612,vibrant-sweep-1,3,sac,weak,True,250000,8
6335,-17.68,vibrant-sweep-1,3,sac,weak,True,250000,8
6358,-17.68,vibrant-sweep-1,3,sac,weak,True,250000,8
6371,-17.68,vibrant-sweep-1,3,sac,weak,True,250000,8
6441,-17.916,vibrant-sweep-1,3,sac,weak,True,250000,8
6443,-17.916,vibrant-sweep-1,3,sac,weak,True,250000,8
6448,-17.916,vibrant-sweep-1,3,sac,weak,True,250000,8
6456,-17.916,vibrant-sweep-1,3,sac,weak,True,250000,8
6485,-17.877,vibrant-sweep-1,3,sac,weak,True,250000,8
6496,-17.864,vibrant-sweep-1,3,sac,weak,True,250000,8
6535,-17.864,vibrant-sweep-1,3,sac,weak,True,250000,8
6553,-17.864,vibrant-sweep-1,3,sac,weak,True,250000,8
6604,-17.943,vibrant-sweep-1,3,sac,weak,True,250000,8
6628,-18.002,vibrant-sweep-1,3,sac,weak,True,250000,8
6645,-18.002,vibrant-sweep-1,3,sac,weak,True,250000,8
6660,-17.984,vibrant-sweep-1,3,sac,weak,True,250000,8
6674,-17.967,vibrant-sweep-1,3,sac,weak,True,250000,8
6677,-17.957,vibrant-sweep-1,3,sac,weak,True,250000,8
6692,-18.104,vibrant-sweep-1,3,sac,weak,True,250000,8
6693,-18.104,vibrant-sweep-1,3,sac,weak,True,250000,8
6696,-18.104,vibrant-sweep-1,3,sac,weak,True,250000,8
6743,-18.045,vibrant-sweep-1,3,sac,weak,True,250000,8
6760,-18.045,vibrant-sweep-1,3,sac,weak,True,250000,8
6764,-18.045,vibrant-sweep-1,3,sac,weak,True,250000,8
6783,-18.029,vibrant-sweep-1,3,sac,weak,True,250000,8
6827,-18.029,vibrant-sweep-1,3,sac,weak,True,250000,8
6829,-18.029,vibrant-sweep-1,3,sac,weak,True,250000,8
6887,-18.016,vibrant-sweep-1,3,sac,weak,True,250000,8
6945,-18.14,vibrant-sweep-1,3,sac,weak,True,250000,8
6956,-18.14,vibrant-sweep-1,3,sac,weak,True,250000,8
6974,-18.195,vibrant-sweep-1,3,sac,weak,True,250000,8
7005,-18.255,vibrant-sweep-1,3,sac,weak,True,250000,8
7057,-18.251,vibrant-sweep-1,3,sac,weak,True,250000,8
7062,-18.251,vibrant-sweep-1,3,sac,weak,True,250000,8
7065,-18.251,vibrant-sweep-1,3,sac,weak,True,250000,8
7078,-18.211,vibrant-sweep-1,3,sac,weak,True,250000,8
7113,-18.182,vibrant-sweep-1,3,sac,weak,True,250000,8
7201,-18.177,vibrant-sweep-1,3,sac,weak,True,250000,8
7213,-18.177,vibrant-sweep-1,3,sac,weak,True,250000,8
7239,-18.208,vibrant-sweep-1,3,sac,weak,True,250000,8
7249,-18.232,vibrant-sweep-1,3,sac,weak,True,250000,8
7276,-18.265,vibrant-sweep-1,3,sac,weak,True,250000,8
7300,-18.349,vibrant-sweep-1,3,sac,weak,True,250000,8
7302,-18.349,vibrant-sweep-1,3,sac,weak,True,250000,8
7350,-18.316,vibrant-sweep-1,3,sac,weak,True,250000,8
7358,-18.323,vibrant-sweep-1,3,sac,weak,True,250000,8
7374,-18.323,vibrant-sweep-1,3,sac,weak,True,250000,8
7391,-18.305,vibrant-sweep-1,3,sac,weak,True,250000,8
7432,-18.29,vibrant-sweep-1,3,sac,weak,True,250000,8
7442,-18.318,vibrant-sweep-1,3,sac,weak,True,250000,8
7499,-18.335,vibrant-sweep-1,3,sac,weak,True,250000,8
7567,-18.404,vibrant-sweep-1,3,sac,weak,True,250000,8
7601,-18.348,vibrant-sweep-1,3,sac,weak,True,250000,8
7615,-18.348,vibrant-sweep-1,3,sac,weak,True,250000,8
7622,-18.348,vibrant-sweep-1,3,sac,weak,True,250000,8
7662,-18.386,vibrant-sweep-1,3,sac,weak,True,250000,8
7668,-18.386,vibrant-sweep-1,3,sac,weak,True,250000,8
7671,-18.386,vibrant-sweep-1,3,sac,weak,True,250000,8
7709,-18.369,vibrant-sweep-1,3,sac,weak,True,250000,8
7711,-18.369,vibrant-sweep-1,3,sac,weak,True,250000,8
7718,-18.369,vibrant-sweep-1,3,sac,weak,True,250000,8
7777,-18.41,vibrant-sweep-1,3,sac,weak,True,250000,8
7795,-18.394,vibrant-sweep-1,3,sac,weak,True,250000,8
7844,-18.473,vibrant-sweep-1,3,sac,weak,True,250000,8
7872,-18.46,vibrant-sweep-1,3,sac,weak,True,250000,8
7902,-18.444,vibrant-sweep-1,3,sac,weak,True,250000,8
7909,-18.379,vibrant-sweep-1,3,sac,weak,True,250000,8
7918,-18.379,vibrant-sweep-1,3,sac,weak,True,250000,8
7968,-18.361,vibrant-sweep-1,3,sac,weak,True,250000,8
7993,-18.361,vibrant-sweep-1,3,sac,weak,True,250000,8
7995,-18.361,vibrant-sweep-1,3,sac,weak,True,250000,8
8019,-18.346,vibrant-sweep-1,3,sac,weak,True,250000,8
8051,-18.368,vibrant-sweep-1,3,sac,weak,True,250000,8
8091,-18.435,vibrant-sweep-1,3,sac,weak,True,250000,8
8152,-18.501,vibrant-sweep-1,3,sac,weak,True,250000,8
8167,-18.485,vibrant-sweep-1,3,sac,weak,True,250000,8
8210,-18.503,vibrant-sweep-1,3,sac,weak,True,250000,8
8232,-18.48,vibrant-sweep-1,3,sac,weak,True,250000,8
8236,-18.48,vibrant-sweep-1,3,sac,weak,True,250000,8
8241,-18.48,vibrant-sweep-1,3,sac,weak,True,250000,8
8261,-18.521,vibrant-sweep-1,3,sac,weak,True,250000,8
8285,-18.521,vibrant-sweep-1,3,sac,weak,True,250000,8
8288,-18.503,vibrant-sweep-1,3,sac,weak,True,250000,8
8308,-18.503,vibrant-sweep-1,3,sac,weak,True,250000,8
8319,-18.503,vibrant-sweep-1,3,sac,weak,True,250000,8
8331,-18.496,vibrant-sweep-1,3,sac,weak,True,250000,8
8332,-18.496,vibrant-sweep-1,3,sac,weak,True,250000,8
8335,-18.479,vibrant-sweep-1,3,sac,weak,True,250000,8
8337,-18.479,vibrant-sweep-1,3,sac,weak,True,250000,8
8373,-18.481,vibrant-sweep-1,3,sac,weak,True,250000,8
8414,-18.506,vibrant-sweep-1,3,sac,weak,True,250000,8
8426,-18.49,vibrant-sweep-1,3,sac,weak,True,250000,8
8468,-18.499,vibrant-sweep-1,3,sac,weak,True,250000,8
8475,-18.499,vibrant-sweep-1,3,sac,weak,True,250000,8
8545,-18.523,vibrant-sweep-1,3,sac,weak,True,250000,8
8570,-18.523,vibrant-sweep-1,3,sac,weak,True,250000,8
8622,-18.586,vibrant-sweep-1,3,sac,weak,True,250000,8
8662,-18.51,vibrant-sweep-1,3,sac,weak,True,250000,8
8826,-18.476,vibrant-sweep-1,3,sac,weak,True,250000,8
8835,-18.476,vibrant-sweep-1,3,sac,weak,True,250000,8
8862,-18.476,vibrant-sweep-1,3,sac,weak,True,250000,8
8907,-18.53,vibrant-sweep-1,3,sac,weak,True,250000,8
8954,-18.605,vibrant-sweep-1,3,sac,weak,True,250000,8
8983,-18.732,vibrant-sweep-1,3,sac,weak,True,250000,8
8984,-18.732,vibrant-sweep-1,3,sac,weak,True,250000,8
9032,-18.715,vibrant-sweep-1,3,sac,weak,True,250000,8
9069,-18.678,vibrant-sweep-1,3,sac,weak,True,250000,8
9142,-18.623,vibrant-sweep-1,3,sac,weak,True,250000,8
9167,-18.623,vibrant-sweep-1,3,sac,weak,True,250000,8
9168,-18.623,vibrant-sweep-1,3,sac,weak,True,250000,8
9198,-18.623,vibrant-sweep-1,3,sac,weak,True,250000,8
9211,-18.655,vibrant-sweep-1,3,sac,weak,True,250000,8
9244,-18.652,vibrant-sweep-1,3,sac,weak,True,250000,8
9304,-18.656,vibrant-sweep-1,3,sac,weak,True,250000,8
9333,-18.643,vibrant-sweep-1,3,sac,weak,True,250000,8
9338,-18.643,vibrant-sweep-1,3,sac,weak,True,250000,8
9347,-18.629,vibrant-sweep-1,3,sac,weak,True,250000,8
9349,-18.629,vibrant-sweep-1,3,sac,weak,True,250000,8
9395,-18.629,vibrant-sweep-1,3,sac,weak,True,250000,8
9428,-18.582,vibrant-sweep-1,3,sac,weak,True,250000,8
9439,-18.582,vibrant-sweep-1,3,sac,weak,True,250000,8
9448,-18.569,vibrant-sweep-1,3,sac,weak,True,250000,8
9471,-18.563,vibrant-sweep-1,3,sac,weak,True,250000,8
9503,-18.563,vibrant-sweep-1,3,sac,weak,True,250000,8
9533,-18.551,vibrant-sweep-1,3,sac,weak,True,250000,8
9590,-18.57,vibrant-sweep-1,3,sac,weak,True,250000,8
9606,-18.566,vibrant-sweep-1,3,sac,weak,True,250000,8
9613,-18.566,vibrant-sweep-1,3,sac,weak,True,250000,8
9617,-18.566,vibrant-sweep-1,3,sac,weak,True,250000,8
9634,-18.616,vibrant-sweep-1,3,sac,weak,True,250000,8
9636,-18.616,vibrant-sweep-1,3,sac,weak,True,250000,8
9669,-18.661,vibrant-sweep-1,3,sac,weak,True,250000,8
9682,-18.661,vibrant-sweep-1,3,sac,weak,True,250000,8
9752,-18.69,vibrant-sweep-1,3,sac,weak,True,250000,8
9755,-18.69,vibrant-sweep-1,3,sac,weak,True,250000,8
9790,-18.718,vibrant-sweep-1,3,sac,weak,True,250000,8
9837,-18.734,vibrant-sweep-1,3,sac,weak,True,250000,8
9853,-18.71,vibrant-sweep-1,3,sac,weak,True,250000,8
9884,-18.71,vibrant-sweep-1,3,sac,weak,True,250000,8
9910,-18.736,vibrant-sweep-1,3,sac,weak,True,250000,8
9934,-18.736,vibrant-sweep-1,3,sac,weak,True,250000,8
9994,-18.753,vibrant-sweep-1,3,sac,weak,True,250000,8
10030,-18.726,vibrant-sweep-1,3,sac,weak,True,250000,8
10076,-18.728,vibrant-sweep-1,3,sac,weak,True,250000,8
10098,-18.689,vibrant-sweep-1,3,sac,weak,True,250000,8
10105,-18.73,vibrant-sweep-1,3,sac,weak,True,250000,8
10106,-18.73,vibrant-sweep-1,3,sac,weak,True,250000,8
10107,-18.73,vibrant-sweep-1,3,sac,weak,True,250000,8
10153,-18.67,vibrant-sweep-1,3,sac,weak,True,250000,8
