_step,mean_eps_reward,run_name,seed,agent,opponent,pink_noise,total-steps,num-parallel-envs
7442,-16.179,northern-sweep-1,0,sac,strong,True,250000,8
7499,-16.173,northern-sweep-1,0,sac,strong,True,250000,8
7567,-16.116,northern-sweep-1,0,sac,strong,True,250000,8
7601,-16.13,northern-sweep-1,0,sac,strong,True,250000,8
7615,-16.169,northern-sweep-1,0,sac,strong,True,250000,8
7622,-16.169,northern-sweep-1,0,sac,strong,True,250000,8
7662,-16.147,northern-sweep-1,0,sac,strong,True,250000,8
7668,-16.147,northern-sweep-1,0,sac,strong,True,250000,8
7671,-16.142,northern-sweep-1,0,sac,strong,True,250000,8
7709,-16.131,northern-sweep-1,0,sac,strong,True,250000,8
7711,-16.131,northern-sweep-1,0,sac,strong,True,250000,8
7718,-16.131,northern-sweep-1,0,sac,strong,True,250000,8
7777,-16.162,northern-sweep-1,0,sac,strong,True,250000,8
7795,-16.162,northern-sweep-1,0,sac,strong,True,250000,8
7844,-16.209,northern-sweep-1,0,sac,strong,True,250000,8
7872,-16.233,northern-sweep-1,0,sac,strong,True,250000,8
7902,-16.267,northern-sweep-1,0,sac,strong,True,250000,8
7909,-16.267,northern-sweep-1,0,sac,strong,True,250000,8
7918,-16.267,northern-sweep-1,0,sac,strong,True,250000,8
7968,-16.36,northern-sweep-1,0,sac,strong,True,250000,8
7993,-16.379,northern-sweep-1,0,sac,strong,True,250000,8
7995,-16.379,northern-sweep-1,0,sac,strong,True,250000,8
8019,-16.368,northern-sweep-1,0,sac,strong,True,250000,8
8051,-16.361,northern-sweep-1,0,sac,strong,True,250000,8
8091,-16.285,northern-sweep-1,0,sac,strong,True,250000,8
8152,-16.288,northern-sweep-1,0,sac,strong,True,250000,8
8167,-16.288,northern-sweep-1,0,sac,strong,True,250000,8
8210,-16.288,northern-sweep-1,0,sac,strong,True,250000,8
8232,-16.288,northern-sweep-1,0,sac,strong,True,250000,8
8236,-16.282,northern-sweep-1,0,sac,strong,True,250000,8
8241,-16.282,northern-sweep-1,0,sac,strong,True,250000,8
8261,-16.295,northern-sweep-1,0,sac,strong,True,250000,8
8285,-16.28,northern-sweep-1,0,sac,strong,True,250000,8
