_step,mean_eps_reward,run_name,seed,agent,opponent,pink_noise,total-steps,quantile_critic,num-parallel-envs
27511,-12.486,eternal-sweep-4,12,sac,strong,False,250000,True,8
27591,-12.489,eternal-sweep-4,12,sac,strong,False,250000,True,8
27596,-12.491,eternal-sweep-4,12,sac,strong,False,250000,True,8
27601,-12.491,eternal-sweep-4,12,sac,strong,False,250000,True,8
27630,-12.493,eternal-sweep-4,12,sac,strong,False,250000,True,8
27680,-12.481,eternal-sweep-4,12,sac,strong,False,250000,True,8
27685,-12.481,eternal-sweep-4,12,sac,strong,False,250000,True,8
27702,-12.481,eternal-sweep-4,12,sac,strong,False,250000,True,8
27732,-12.478,eternal-sweep-4,12,sac,strong,False,250000,True,8
27753,-12.479,eternal-sweep-4,12,sac,strong,False,250000,True,8
27770,-12.479,eternal-sweep-4,12,sac,strong,False,250000,True,8
27782,-12.481,eternal-sweep-4,12,sac,strong,False,250000,True,8
27868,-12.469,eternal-sweep-4,12,sac,strong,False,250000,True,8
27918,-12.471,eternal-sweep-4,12,sac,strong,False,250000,True,8
27919,-12.471,eternal-sweep-4,12,sac,strong,False,250000,True,8
27921,-12.471,eternal-sweep-4,12,sac,strong,False,250000,True,8
27936,-12.471,eternal-sweep-4,12,sac,strong,False,250000,True,8
28016,-12.463,eternal-sweep-4,12,sac,strong,False,250000,True,8
28030,-12.465,eternal-sweep-4,12,sac,strong,False,250000,True,8
28083,-12.465,eternal-sweep-4,12,sac,strong,False,250000,True,8
28084,-12.466,eternal-sweep-4,12,sac,strong,False,250000,True,8
28093,-12.466,eternal-sweep-4,12,sac,strong,False,250000,True,8
28113,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28116,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28118,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28127,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28133,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28173,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28188,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28198,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28199,-12.467,eternal-sweep-4,12,sac,strong,False,250000,True,8
28232,-12.455,eternal-sweep-4,12,sac,strong,False,250000,True,8
28274,-12.45,eternal-sweep-4,12,sac,strong,False,250000,True,8
28286,-12.45,eternal-sweep-4,12,sac,strong,False,250000,True,8
28340,-12.452,eternal-sweep-4,12,sac,strong,False,250000,True,8
28345,-12.452,eternal-sweep-4,12,sac,strong,False,250000,True,8
28395,-12.447,eternal-sweep-4,12,sac,strong,False,250000,True,8
28409,-12.447,eternal-sweep-4,12,sac,strong,False,250000,True,8
28453,-12.449,eternal-sweep-4,12,sac,strong,False,250000,True,8
28460,-12.449,eternal-sweep-4,12,sac,strong,False,250000,True,8
28505,-12.443,eternal-sweep-4,12,sac,strong,False,250000,True,8
28519,-12.443,eternal-sweep-4,12,sac,strong,False,250000,True,8
28585,-12.445,eternal-sweep-4,12,sac,strong,False,250000,True,8
28586,-12.445,eternal-sweep-4,12,sac,strong,False,250000,True,8
28591,-12.445,eternal-sweep-4,12,sac,strong,False,250000,True,8
28692,-12.419,eternal-sweep-4,12,sac,strong,False,250000,True,8
28711,-12.412,eternal-sweep-4,12,sac,strong,False,250000,True,8
28717,-12.412,eternal-sweep-4,12,sac,strong,False,250000,True,8
28721,-12.412,eternal-sweep-4,12,sac,strong,False,250000,True,8
28755,-12.408,eternal-sweep-4,12,sac,strong,False,250000,True,8
28806,-12.408,eternal-sweep-4,12,sac,strong,False,250000,True,8
28843,-12.403,eternal-sweep-4,12,sac,strong,False,250000,True,8
28866,-12.403,eternal-sweep-4,12,sac,strong,False,250000,True,8
28917,-12.392,eternal-sweep-4,12,sac,strong,False,250000,True,8
28939,-12.394,eternal-sweep-4,12,sac,strong,False,250000,True,8
28988,-12.399,eternal-sweep-4,12,sac,strong,False,250000,True,8
28993,-12.399,eternal-sweep-4,12,sac,strong,False,250000,True,8
29007,-12.397,eternal-sweep-4,12,sac,strong,False,250000,True,8
29021,-12.383,eternal-sweep-4,12,sac,strong,False,250000,True,8
29026,-12.383,eternal-sweep-4,12,sac,strong,False,250000,True,8
29059,-12.383,eternal-sweep-4,12,sac,strong,False,250000,True,8
29065,-12.383,eternal-sweep-4,12,sac,strong,False,250000,True,8
29090,-12.379,eternal-sweep-4,12,sac,strong,False,250000,True,8
29112,-12.379,eternal-sweep-4,12,sac,strong,False,250000,True,8
29132,-12.381,eternal-sweep-4,12,sac,strong,False,250000,True,8
29157,-12.376,eternal-sweep-4,12,sac,strong,False,250000,True,8
29172,-12.376,eternal-sweep-4,12,sac,strong,False,250000,True,8
29175,-12.376,eternal-sweep-4,12,sac,strong,False,250000,True,8
29241,-12.358,eternal-sweep-4,12,sac,strong,False,250000,True,8
29272,-12.359,eternal-sweep-4,12,sac,strong,False,250000,True,8
29274,-12.355,eternal-sweep-4,12,sac,strong,False,250000,True,8
29293,-12.355,eternal-sweep-4,12,sac,strong,False,250000,True,8
29321,-12.355,eternal-sweep-4,12,sac,strong,False,250000,True,8
29382,-12.344,eternal-sweep-4,12,sac,strong,False,250000,True,8
29460,-12.349,eternal-sweep-4,12,sac,strong,False,250000,True,8
29473,-12.349,eternal-sweep-4,12,sac,strong,False,250000,True,8
29574,-12.327,eternal-sweep-4,12,sac,strong,False,250000,True,8
29582,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29583,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29585,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29586,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29605,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29609,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29610,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29621,-12.325,eternal-sweep-4,12,sac,strong,False,250000,True,8
29625,-12.327,eternal-sweep-4,12,sac,strong,False,250000,True,8
29682,-12.319,eternal-sweep-4,12,sac,strong,False,250000,True,8
29693,-12.306,eternal-sweep-4,12,sac,strong,False,250000,True,8
29712,-12.306,eternal-sweep-4,12,sac,strong,False,250000,True,8
29713,-12.306,eternal-sweep-4,12,sac,strong,False,250000,True,8
29714,-12.306,eternal-sweep-4,12,sac,strong,False,250000,True,8
29729,-12.306,eternal-sweep-4,12,sac,strong,False,250000,True,8
29784,-12.291,eternal-sweep-4,12,sac,strong,False,250000,True,8
29787,-12.291,eternal-sweep-4,12,sac,strong,False,250000,True,8
29807,-12.291,eternal-sweep-4,12,sac,strong,False,250000,True,8
29821,-12.294,eternal-sweep-4,12,sac,strong,False,250000,True,8
29833,-12.286,eternal-sweep-4,12,sac,strong,False,250000,True,8
29905,-12.277,eternal-sweep-4,12,sac,strong,False,250000,True,8
29933,-12.263,eternal-sweep-4,12,sac,strong,False,250000,True,8
30038,-12.266,eternal-sweep-4,12,sac,strong,False,250000,True,8
30052,-12.266,eternal-sweep-4,12,sac,strong,False,250000,True,8
30053,-12.266,eternal-sweep-4,12,sac,strong,False,250000,True,8
30072,-12.259,eternal-sweep-4,12,sac,strong,False,250000,True,8
30099,-12.261,eternal-sweep-4,12,sac,strong,False,250000,True,8
30103,-12.261,eternal-sweep-4,12,sac,strong,False,250000,True,8
30104,-12.261,eternal-sweep-4,12,sac,strong,False,250000,True,8
30160,-12.257,eternal-sweep-4,12,sac,strong,False,250000,True,8
30208,-12.25,eternal-sweep-4,12,sac,strong,False,250000,True,8
30274,-12.244,eternal-sweep-4,12,sac,strong,False,250000,True,8
30325,-12.247,eternal-sweep-4,12,sac,strong,False,250000,True,8
30368,-12.239,eternal-sweep-4,12,sac,strong,False,250000,True,8
30395,-12.225,eternal-sweep-4,12,sac,strong,False,250000,True,8
30459,-12.224,eternal-sweep-4,12,sac,strong,False,250000,True,8
30462,-12.224,eternal-sweep-4,12,sac,strong,False,250000,True,8
30469,-12.224,eternal-sweep-4,12,sac,strong,False,250000,True,8
30477,-12.224,eternal-sweep-4,12,sac,strong,False,250000,True,8
30480,-12.224,eternal-sweep-4,12,sac,strong,False,250000,True,8
30530,-12.222,eternal-sweep-4,12,sac,strong,False,250000,True,8
30568,-12.222,eternal-sweep-4,12,sac,strong,False,250000,True,8
30573,-12.222,eternal-sweep-4,12,sac,strong,False,250000,True,8
30575,-12.222,eternal-sweep-4,12,sac,strong,False,250000,True,8
30635,-12.207,eternal-sweep-4,12,sac,strong,False,250000,True,8
30667,-12.202,eternal-sweep-4,12,sac,strong,False,250000,True,8
30669,-12.202,eternal-sweep-4,12,sac,strong,False,250000,True,8
30698,-12.198,eternal-sweep-4,12,sac,strong,False,250000,True,8
30711,-12.198,eternal-sweep-4,12,sac,strong,False,250000,True,8
30751,-12.192,eternal-sweep-4,12,sac,strong,False,250000,True,8
30803,-12.192,eternal-sweep-4,12,sac,strong,False,250000,True,8
30826,-12.192,eternal-sweep-4,12,sac,strong,False,250000,True,8
30827,-12.192,eternal-sweep-4,12,sac,strong,False,250000,True,8
30834,-12.193,eternal-sweep-4,12,sac,strong,False,250000,True,8
30840,-12.193,eternal-sweep-4,12,sac,strong,False,250000,True,8
30880,-12.196,eternal-sweep-4,12,sac,strong,False,250000,True,8
30884,-12.196,eternal-sweep-4,12,sac,strong,False,250000,True,8
30928,-12.189,eternal-sweep-4,12,sac,strong,False,250000,True,8
30980,-12.184,eternal-sweep-4,12,sac,strong,False,250000,True,8
30996,-12.185,eternal-sweep-4,12,sac,strong,False,250000,True,8
31006,-12.185,eternal-sweep-4,12,sac,strong,False,250000,True,8
31090,-12.179,eternal-sweep-4,12,sac,strong,False,250000,True,8
31091,-12.179,eternal-sweep-4,12,sac,strong,False,250000,True,8
31100,-12.179,eternal-sweep-4,12,sac,strong,False,250000,True,8
31141,-12.17,eternal-sweep-4,12,sac,strong,False,250000,True,8
31182,-12.157,eternal-sweep-4,12,sac,strong,False,250000,True,8
31200,-12.15,eternal-sweep-4,12,sac,strong,False,250000,True,8
31221,-12.15,eternal-sweep-4,12,sac,strong,False,250000,True,8
31236,-12.15,eternal-sweep-4,12,sac,strong,False,250000,True,8
31250,-12.143,eternal-sweep-4,12,sac,strong,False,250000,True,8
31253,-12.143,eternal-sweep-4,12,sac,strong,False,250000,True,8
31264,-12.143,eternal-sweep-4,12,sac,strong,False,250000,True,8
31283,-12.129,eternal-sweep-4,12,sac,strong,False,250000,True,8
31303,-12.13,eternal-sweep-4,12,sac,strong,False,250000,True,8
31315,-12.121,eternal-sweep-4,12,sac,strong,False,250000,True,8
31351,-12.121,eternal-sweep-4,12,sac,strong,False,250000,True,8
31390,-12.114,eternal-sweep-4,12,sac,strong,False,250000,True,8
31399,-12.114,eternal-sweep-4,12,sac,strong,False,250000,True,8
31403,-12.114,eternal-sweep-4,12,sac,strong,False,250000,True,8
31438,-12.109,eternal-sweep-4,12,sac,strong,False,250000,True,8
31495,-12.106,eternal-sweep-4,12,sac,strong,False,250000,True,8
31507,-12.106,eternal-sweep-4,12,sac,strong,False,250000,True,8
31525,-12.106,eternal-sweep-4,12,sac,strong,False,250000,True,8
31561,-12.102,eternal-sweep-4,12,sac,strong,False,250000,True,8
31603,-12.095,eternal-sweep-4,12,sac,strong,False,250000,True,8
31614,-12.095,eternal-sweep-4,12,sac,strong,False,250000,True,8
31629,-12.088,eternal-sweep-4,12,sac,strong,False,250000,True,8
31637,-12.088,eternal-sweep-4,12,sac,strong,False,250000,True,8
31641,-12.089,eternal-sweep-4,12,sac,strong,False,250000,True,8
31644,-12.089,eternal-sweep-4,12,sac,strong,False,250000,True,8
31663,-12.082,eternal-sweep-4,12,sac,strong,False,250000,True,8
31711,-12.075,eternal-sweep-4,12,sac,strong,False,250000,True,8
31774,-12.068,eternal-sweep-4,12,sac,strong,False,250000,True,8
31780,-12.062,eternal-sweep-4,12,sac,strong,False,250000,True,8
31804,-12.055,eternal-sweep-4,12,sac,strong,False,250000,True,8
31846,-12.051,eternal-sweep-4,12,sac,strong,False,250000,True,8
31863,-12.051,eternal-sweep-4,12,sac,strong,False,250000,True,8
31870,-12.051,eternal-sweep-4,12,sac,strong,False,250000,True,8
31886,-12.052,eternal-sweep-4,12,sac,strong,False,250000,True,8
31904,-12.047,eternal-sweep-4,12,sac,strong,False,250000,True,8
31905,-12.047,eternal-sweep-4,12,sac,strong,False,250000,True,8
31913,-12.047,eternal-sweep-4,12,sac,strong,False,250000,True,8
31969,-12.044,eternal-sweep-4,12,sac,strong,False,250000,True,8
31972,-12.044,eternal-sweep-4,12,sac,strong,False,250000,True,8
31975,-12.044,eternal-sweep-4,12,sac,strong,False,250000,True,8
31983,-12.044,eternal-sweep-4,12,sac,strong,False,250000,True,8
31999,-12.045,eternal-sweep-4,12,sac,strong,False,250000,True,8
32039,-12.04,eternal-sweep-4,12,sac,strong,False,250000,True,8
32049,-12.034,eternal-sweep-4,12,sac,strong,False,250000,True,8
32057,-12.034,eternal-sweep-4,12,sac,strong,False,250000,True,8
32068,-12.027,eternal-sweep-4,12,sac,strong,False,250000,True,8
32082,-12.021,eternal-sweep-4,12,sac,strong,False,250000,True,8
32083,-12.021,eternal-sweep-4,12,sac,strong,False,250000,True,8
32087,-12.021,eternal-sweep-4,12,sac,strong,False,250000,True,8
32103,-12.021,eternal-sweep-4,12,sac,strong,False,250000,True,8
32107,-12.021,eternal-sweep-4,12,sac,strong,False,250000,True,8
32126,-12.021,eternal-sweep-4,12,sac,strong,False,250000,True,8
32141,-12.019,eternal-sweep-4,12,sac,strong,False,250000,True,8
32188,-12.0,eternal-sweep-4,12,sac,strong,False,250000,True,8
32203,-12.0,eternal-sweep-4,12,sac,strong,False,250000,True,8
32208,-11.993,eternal-sweep-4,12,sac,strong,False,250000,True,8
32248,-11.981,eternal-sweep-4,12,sac,strong,False,250000,True,8
32267,-11.981,eternal-sweep-4,12,sac,strong,False,250000,True,8
32309,-11.975,eternal-sweep-4,12,sac,strong,False,250000,True,8
32326,-11.975,eternal-sweep-4,12,sac,strong,False,250000,True,8
32333,-11.975,eternal-sweep-4,12,sac,strong,False,250000,True,8
32340,-11.975,eternal-sweep-4,12,sac,strong,False,250000,True,8
32411,-11.964,eternal-sweep-4,12,sac,strong,False,250000,True,8
32433,-11.96,eternal-sweep-4,12,sac,strong,False,250000,True,8
32471,-11.942,eternal-sweep-4,12,sac,strong,False,250000,True,8
32528,-11.942,eternal-sweep-4,12,sac,strong,False,250000,True,8
32559,-11.935,eternal-sweep-4,12,sac,strong,False,250000,True,8
32574,-11.921,eternal-sweep-4,12,sac,strong,False,250000,True,8
32587,-11.921,eternal-sweep-4,12,sac,strong,False,250000,True,8
32614,-11.921,eternal-sweep-4,12,sac,strong,False,250000,True,8
32641,-11.921,eternal-sweep-4,12,sac,strong,False,250000,True,8
32680,-11.912,eternal-sweep-4,12,sac,strong,False,250000,True,8
32696,-11.913,eternal-sweep-4,12,sac,strong,False,250000,True,8
32716,-11.907,eternal-sweep-4,12,sac,strong,False,250000,True,8
32723,-11.907,eternal-sweep-4,12,sac,strong,False,250000,True,8
32752,-11.9,eternal-sweep-4,12,sac,strong,False,250000,True,8
32771,-11.9,eternal-sweep-4,12,sac,strong,False,250000,True,8
32814,-11.893,eternal-sweep-4,12,sac,strong,False,250000,True,8
32823,-11.893,eternal-sweep-4,12,sac,strong,False,250000,True,8
32843,-11.889,eternal-sweep-4,12,sac,strong,False,250000,True,8
32940,-11.882,eternal-sweep-4,12,sac,strong,False,250000,True,8
32951,-11.875,eternal-sweep-4,12,sac,strong,False,250000,True,8
32952,-11.875,eternal-sweep-4,12,sac,strong,False,250000,True,8
32958,-11.875,eternal-sweep-4,12,sac,strong,False,250000,True,8
32978,-11.87,eternal-sweep-4,12,sac,strong,False,250000,True,8
33021,-11.859,eternal-sweep-4,12,sac,strong,False,250000,True,8
33029,-11.859,eternal-sweep-4,12,sac,strong,False,250000,True,8
33066,-11.859,eternal-sweep-4,12,sac,strong,False,250000,True,8
33156,-11.841,eternal-sweep-4,12,sac,strong,False,250000,True,8
33177,-11.841,eternal-sweep-4,12,sac,strong,False,250000,True,8
33224,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33232,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33235,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33244,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33270,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33338,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33357,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33371,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33389,-11.832,eternal-sweep-4,12,sac,strong,False,250000,True,8
33433,-11.825,eternal-sweep-4,12,sac,strong,False,250000,True,8
33434,-11.825,eternal-sweep-4,12,sac,strong,False,250000,True,8
33444,-11.825,eternal-sweep-4,12,sac,strong,False,250000,True,8
33449,-11.825,eternal-sweep-4,12,sac,strong,False,250000,True,8
33452,-11.825,eternal-sweep-4,12,sac,strong,False,250000,True,8
33460,-11.813,eternal-sweep-4,12,sac,strong,False,250000,True,8
33517,-11.793,eternal-sweep-4,12,sac,strong,False,250000,True,8
33586,-11.783,eternal-sweep-4,12,sac,strong,False,250000,True,8
33610,-11.783,eternal-sweep-4,12,sac,strong,False,250000,True,8
33652,-11.783,eternal-sweep-4,12,sac,strong,False,250000,True,8
33662,-11.784,eternal-sweep-4,12,sac,strong,False,250000,True,8
33681,-11.784,eternal-sweep-4,12,sac,strong,False,250000,True,8
33755,-11.766,eternal-sweep-4,12,sac,strong,False,250000,True,8
33774,-11.767,eternal-sweep-4,12,sac,strong,False,250000,True,8
33821,-11.76,eternal-sweep-4,12,sac,strong,False,250000,True,8
33827,-11.76,eternal-sweep-4,12,sac,strong,False,250000,True,8
33828,-11.76,eternal-sweep-4,12,sac,strong,False,250000,True,8
33893,-11.762,eternal-sweep-4,12,sac,strong,False,250000,True,8
33901,-11.762,eternal-sweep-4,12,sac,strong,False,250000,True,8
33909,-11.762,eternal-sweep-4,12,sac,strong,False,250000,True,8
33949,-11.757,eternal-sweep-4,12,sac,strong,False,250000,True,8
34000,-11.739,eternal-sweep-4,12,sac,strong,False,250000,True,8
34008,-11.739,eternal-sweep-4,12,sac,strong,False,250000,True,8
34023,-11.732,eternal-sweep-4,12,sac,strong,False,250000,True,8
34032,-11.732,eternal-sweep-4,12,sac,strong,False,250000,True,8
34047,-11.732,eternal-sweep-4,12,sac,strong,False,250000,True,8
34062,-11.733,eternal-sweep-4,12,sac,strong,False,250000,True,8
34109,-11.72,eternal-sweep-4,12,sac,strong,False,250000,True,8
34110,-11.72,eternal-sweep-4,12,sac,strong,False,250000,True,8
34130,-11.701,eternal-sweep-4,12,sac,strong,False,250000,True,8
34208,-11.698,eternal-sweep-4,12,sac,strong,False,250000,True,8
34231,-11.686,eternal-sweep-4,12,sac,strong,False,250000,True,8
34249,-11.686,eternal-sweep-4,12,sac,strong,False,250000,True,8
34266,-11.686,eternal-sweep-4,12,sac,strong,False,250000,True,8
34295,-11.686,eternal-sweep-4,12,sac,strong,False,250000,True,8
34303,-11.686,eternal-sweep-4,12,sac,strong,False,250000,True,8
34344,-11.68,eternal-sweep-4,12,sac,strong,False,250000,True,8
34366,-11.68,eternal-sweep-4,12,sac,strong,False,250000,True,8
34394,-11.669,eternal-sweep-4,12,sac,strong,False,250000,True,8
34443,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34446,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34449,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34495,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34500,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34504,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34505,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34508,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34526,-11.659,eternal-sweep-4,12,sac,strong,False,250000,True,8
34545,-11.659,eternal-sweep-4,12,sac,strong,False,250000,True,8
34550,-11.659,eternal-sweep-4,12,sac,strong,False,250000,True,8
34562,-11.659,eternal-sweep-4,12,sac,strong,False,250000,True,8
34578,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34591,-11.661,eternal-sweep-4,12,sac,strong,False,250000,True,8
34644,-11.654,eternal-sweep-4,12,sac,strong,False,250000,True,8
34701,-11.653,eternal-sweep-4,12,sac,strong,False,250000,True,8
34737,-11.641,eternal-sweep-4,12,sac,strong,False,250000,True,8
34802,-11.642,eternal-sweep-4,12,sac,strong,False,250000,True,8
34843,-11.635,eternal-sweep-4,12,sac,strong,False,250000,True,8
34873,-11.635,eternal-sweep-4,12,sac,strong,False,250000,True,8
34888,-11.631,eternal-sweep-4,12,sac,strong,False,250000,True,8
34899,-11.631,eternal-sweep-4,12,sac,strong,False,250000,True,8
34904,-11.631,eternal-sweep-4,12,sac,strong,False,250000,True,8
34922,-11.625,eternal-sweep-4,12,sac,strong,False,250000,True,8
34929,-11.625,eternal-sweep-4,12,sac,strong,False,250000,True,8
34955,-11.618,eternal-sweep-4,12,sac,strong,False,250000,True,8
34961,-11.616,eternal-sweep-4,12,sac,strong,False,250000,True,8
34990,-11.603,eternal-sweep-4,12,sac,strong,False,250000,True,8
35005,-11.603,eternal-sweep-4,12,sac,strong,False,250000,True,8
35012,-11.603,eternal-sweep-4,12,sac,strong,False,250000,True,8
35032,-11.603,eternal-sweep-4,12,sac,strong,False,250000,True,8
35054,-11.603,eternal-sweep-4,12,sac,strong,False,250000,True,8
35067,-11.602,eternal-sweep-4,12,sac,strong,False,250000,True,8
35070,-11.602,eternal-sweep-4,12,sac,strong,False,250000,True,8
35108,-11.579,eternal-sweep-4,12,sac,strong,False,250000,True,8
35113,-11.579,eternal-sweep-4,12,sac,strong,False,250000,True,8
35117,-11.579,eternal-sweep-4,12,sac,strong,False,250000,True,8
35121,-11.579,eternal-sweep-4,12,sac,strong,False,250000,True,8
35154,-11.579,eternal-sweep-4,12,sac,strong,False,250000,True,8
35176,-11.579,eternal-sweep-4,12,sac,strong,False,250000,True,8
35203,-11.574,eternal-sweep-4,12,sac,strong,False,250000,True,8
35215,-11.569,eternal-sweep-4,12,sac,strong,False,250000,True,8
35222,-11.569,eternal-sweep-4,12,sac,strong,False,250000,True,8
35229,-11.569,eternal-sweep-4,12,sac,strong,False,250000,True,8
35234,-11.563,eternal-sweep-4,12,sac,strong,False,250000,True,8
35257,-11.562,eternal-sweep-4,12,sac,strong,False,250000,True,8
35261,-11.562,eternal-sweep-4,12,sac,strong,False,250000,True,8
35277,-11.562,eternal-sweep-4,12,sac,strong,False,250000,True,8
35299,-11.562,eternal-sweep-4,12,sac,strong,False,250000,True,8
35307,-11.562,eternal-sweep-4,12,sac,strong,False,250000,True,8
35333,-11.556,eternal-sweep-4,12,sac,strong,False,250000,True,8
35360,-11.557,eternal-sweep-4,12,sac,strong,False,250000,True,8
35378,-11.557,eternal-sweep-4,12,sac,strong,False,250000,True,8
35415,-11.557,eternal-sweep-4,12,sac,strong,False,250000,True,8
35420,-11.55,eternal-sweep-4,12,sac,strong,False,250000,True,8
35428,-11.55,eternal-sweep-4,12,sac,strong,False,250000,True,8
35476,-11.54,eternal-sweep-4,12,sac,strong,False,250000,True,8
35485,-11.541,eternal-sweep-4,12,sac,strong,False,250000,True,8
35514,-11.536,eternal-sweep-4,12,sac,strong,False,250000,True,8
35534,-11.536,eternal-sweep-4,12,sac,strong,False,250000,True,8
35641,-11.524,eternal-sweep-4,12,sac,strong,False,250000,True,8
35648,-11.524,eternal-sweep-4,12,sac,strong,False,250000,True,8
35672,-11.522,eternal-sweep-4,12,sac,strong,False,250000,True,8
35702,-11.516,eternal-sweep-4,12,sac,strong,False,250000,True,8
35722,-11.497,eternal-sweep-4,12,sac,strong,False,250000,True,8
35728,-11.497,eternal-sweep-4,12,sac,strong,False,250000,True,8
35736,-11.492,eternal-sweep-4,12,sac,strong,False,250000,True,8
35738,-11.492,eternal-sweep-4,12,sac,strong,False,250000,True,8
35775,-11.487,eternal-sweep-4,12,sac,strong,False,250000,True,8
35800,-11.487,eternal-sweep-4,12,sac,strong,False,250000,True,8
35822,-11.487,eternal-sweep-4,12,sac,strong,False,250000,True,8
35876,-11.482,eternal-sweep-4,12,sac,strong,False,250000,True,8
35891,-11.482,eternal-sweep-4,12,sac,strong,False,250000,True,8
35898,-11.482,eternal-sweep-4,12,sac,strong,False,250000,True,8
35905,-11.47,eternal-sweep-4,12,sac,strong,False,250000,True,8
35952,-11.455,eternal-sweep-4,12,sac,strong,False,250000,True,8
36015,-11.448,eternal-sweep-4,12,sac,strong,False,250000,True,8
36021,-11.448,eternal-sweep-4,12,sac,strong,False,250000,True,8
36058,-11.448,eternal-sweep-4,12,sac,strong,False,250000,True,8
36092,-11.448,eternal-sweep-4,12,sac,strong,False,250000,True,8
36119,-11.432,eternal-sweep-4,12,sac,strong,False,250000,True,8
36151,-11.431,eternal-sweep-4,12,sac,strong,False,250000,True,8
36160,-11.431,eternal-sweep-4,12,sac,strong,False,250000,True,8
36203,-11.425,eternal-sweep-4,12,sac,strong,False,250000,True,8
36206,-11.424,eternal-sweep-4,12,sac,strong,False,250000,True,8
36260,-11.407,eternal-sweep-4,12,sac,strong,False,250000,True,8
36282,-11.407,eternal-sweep-4,12,sac,strong,False,250000,True,8
36362,-11.397,eternal-sweep-4,12,sac,strong,False,250000,True,8
36396,-11.391,eternal-sweep-4,12,sac,strong,False,250000,True,8
36410,-11.385,eternal-sweep-4,12,sac,strong,False,250000,True,8
36412,-11.385,eternal-sweep-4,12,sac,strong,False,250000,True,8
36414,-11.385,eternal-sweep-4,12,sac,strong,False,250000,True,8
36423,-11.38,eternal-sweep-4,12,sac,strong,False,250000,True,8
36430,-11.38,eternal-sweep-4,12,sac,strong,False,250000,True,8
36446,-11.368,eternal-sweep-4,12,sac,strong,False,250000,True,8
36466,-11.364,eternal-sweep-4,12,sac,strong,False,250000,True,8
36517,-11.349,eternal-sweep-4,12,sac,strong,False,250000,True,8
36549,-11.343,eternal-sweep-4,12,sac,strong,False,250000,True,8
36581,-11.333,eternal-sweep-4,12,sac,strong,False,250000,True,8
36599,-11.333,eternal-sweep-4,12,sac,strong,False,250000,True,8
36639,-11.333,eternal-sweep-4,12,sac,strong,False,250000,True,8
36645,-11.333,eternal-sweep-4,12,sac,strong,False,250000,True,8
36707,-11.326,eternal-sweep-4,12,sac,strong,False,250000,True,8
36714,-11.32,eternal-sweep-4,12,sac,strong,False,250000,True,8
36717,-11.32,eternal-sweep-4,12,sac,strong,False,250000,True,8
36742,-11.309,eternal-sweep-4,12,sac,strong,False,250000,True,8
36743,-11.309,eternal-sweep-4,12,sac,strong,False,250000,True,8
36766,-11.304,eternal-sweep-4,12,sac,strong,False,250000,True,8
36783,-11.304,eternal-sweep-4,12,sac,strong,False,250000,True,8
36786,-11.304,eternal-sweep-4,12,sac,strong,False,250000,True,8
36808,-11.301,eternal-sweep-4,12,sac,strong,False,250000,True,8
36819,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
36838,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
36841,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
36846,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
36851,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
36855,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
36897,-11.302,eternal-sweep-4,12,sac,strong,False,250000,True,8
