_step,mean_eps_reward,run_name,seed,agent,opponent,pink_noise,total-steps,quantile_critic,num-parallel-envs
147035,9.325,youthful-sweep-2,13,sac,strong,True,250000,True,8
147064,9.325,youthful-sweep-2,13,sac,strong,True,250000,True,8
147082,9.325,youthful-sweep-2,13,sac,strong,True,250000,True,8
147084,9.325,youthful-sweep-2,13,sac,strong,True,250000,True,8
147092,9.325,youthful-sweep-2,13,sac,strong,True,250000,True,8
147105,9.325,youthful-sweep-2,13,sac,strong,True,250000,True,8
147160,9.33,youthful-sweep-2,13,sac,strong,True,250000,True,8
147179,9.33,youthful-sweep-2,13,sac,strong,True,250000,True,8
147184,9.329,youthful-sweep-2,13,sac,strong,True,250000,True,8
147196,9.33,youthful-sweep-2,13,sac,strong,True,250000,True,8
147234,9.33,youthful-sweep-2,13,sac,strong,True,250000,True,8
147245,9.33,youthful-sweep-2,13,sac,strong,True,250000,True,8
147318,9.332,youthful-sweep-2,13,sac,strong,True,250000,True,8
147328,9.332,youthful-sweep-2,13,sac,strong,True,250000,True,8
147341,9.334,youthful-sweep-2,13,sac,strong,True,250000,True,8
147347,9.334,youthful-sweep-2,13,sac,strong,True,250000,True,8
147354,9.334,youthful-sweep-2,13,sac,strong,True,250000,True,8
147380,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147392,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147402,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147423,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147472,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147510,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147541,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147579,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147589,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
147621,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
147651,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
147654,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
147659,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
147675,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
147707,9.335,youthful-sweep-2,13,sac,strong,True,250000,True,8
147717,9.334,youthful-sweep-2,13,sac,strong,True,250000,True,8
147723,9.334,youthful-sweep-2,13,sac,strong,True,250000,True,8
147746,9.335,youthful-sweep-2,13,sac,strong,True,250000,True,8
147749,9.335,youthful-sweep-2,13,sac,strong,True,250000,True,8
147757,9.335,youthful-sweep-2,13,sac,strong,True,250000,True,8
147813,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
147837,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
147881,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
147887,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
147931,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
147937,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
147952,9.336,youthful-sweep-2,13,sac,strong,True,250000,True,8
148003,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148034,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148052,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148075,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148091,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148097,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148112,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148128,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148132,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148140,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148144,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148149,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148171,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148192,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
148201,9.338,youthful-sweep-2,13,sac,strong,True,250000,True,8
148228,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
148232,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
148259,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
148267,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
148282,9.339,youthful-sweep-2,13,sac,strong,True,250000,True,8
148403,9.34,youthful-sweep-2,13,sac,strong,True,250000,True,8
148413,9.34,youthful-sweep-2,13,sac,strong,True,250000,True,8
148422,9.34,youthful-sweep-2,13,sac,strong,True,250000,True,8
148454,9.34,youthful-sweep-2,13,sac,strong,True,250000,True,8
148515,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148521,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148558,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148591,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148715,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148726,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148747,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148753,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148754,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148756,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148781,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148790,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148803,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148822,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148824,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148825,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148835,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148850,9.344,youthful-sweep-2,13,sac,strong,True,250000,True,8
148872,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148873,9.345,youthful-sweep-2,13,sac,strong,True,250000,True,8
148883,9.347,youthful-sweep-2,13,sac,strong,True,250000,True,8
148919,9.346,youthful-sweep-2,13,sac,strong,True,250000,True,8
148933,9.346,youthful-sweep-2,13,sac,strong,True,250000,True,8
148980,9.346,youthful-sweep-2,13,sac,strong,True,250000,True,8
148990,9.346,youthful-sweep-2,13,sac,strong,True,250000,True,8
149019,9.346,youthful-sweep-2,13,sac,strong,True,250000,True,8
149060,9.347,youthful-sweep-2,13,sac,strong,True,250000,True,8
149080,9.347,youthful-sweep-2,13,sac,strong,True,250000,True,8
149139,9.351,youthful-sweep-2,13,sac,strong,True,250000,True,8
149155,9.351,youthful-sweep-2,13,sac,strong,True,250000,True,8
149194,9.356,youthful-sweep-2,13,sac,strong,True,250000,True,8
149220,9.36,youthful-sweep-2,13,sac,strong,True,250000,True,8
149265,9.36,youthful-sweep-2,13,sac,strong,True,250000,True,8
149285,9.36,youthful-sweep-2,13,sac,strong,True,250000,True,8
149307,9.361,youthful-sweep-2,13,sac,strong,True,250000,True,8
149324,9.36,youthful-sweep-2,13,sac,strong,True,250000,True,8
149358,9.361,youthful-sweep-2,13,sac,strong,True,250000,True,8
149363,9.361,youthful-sweep-2,13,sac,strong,True,250000,True,8
149394,9.361,youthful-sweep-2,13,sac,strong,True,250000,True,8
149441,9.361,youthful-sweep-2,13,sac,strong,True,250000,True,8
149494,9.364,youthful-sweep-2,13,sac,strong,True,250000,True,8
149512,9.364,youthful-sweep-2,13,sac,strong,True,250000,True,8
149537,9.365,youthful-sweep-2,13,sac,strong,True,250000,True,8
149547,9.365,youthful-sweep-2,13,sac,strong,True,250000,True,8
149578,9.365,youthful-sweep-2,13,sac,strong,True,250000,True,8
149603,9.369,youthful-sweep-2,13,sac,strong,True,250000,True,8
149660,9.376,youthful-sweep-2,13,sac,strong,True,250000,True,8
149681,9.376,youthful-sweep-2,13,sac,strong,True,250000,True,8
149685,9.376,youthful-sweep-2,13,sac,strong,True,250000,True,8
149692,9.376,youthful-sweep-2,13,sac,strong,True,250000,True,8
149707,9.376,youthful-sweep-2,13,sac,strong,True,250000,True,8
149719,9.38,youthful-sweep-2,13,sac,strong,True,250000,True,8
149753,9.384,youthful-sweep-2,13,sac,strong,True,250000,True,8
149755,9.384,youthful-sweep-2,13,sac,strong,True,250000,True,8
149817,9.384,youthful-sweep-2,13,sac,strong,True,250000,True,8
149832,9.384,youthful-sweep-2,13,sac,strong,True,250000,True,8
149846,9.384,youthful-sweep-2,13,sac,strong,True,250000,True,8
149859,9.384,youthful-sweep-2,13,sac,strong,True,250000,True,8
149907,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149914,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149927,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149929,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149940,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149943,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149958,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
149971,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150004,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150019,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150047,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150052,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150053,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150077,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150118,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150130,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150142,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150152,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150172,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150215,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150299,9.388,youthful-sweep-2,13,sac,strong,True,250000,True,8
150314,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150332,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150344,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150357,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150405,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150409,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150421,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150422,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150446,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150486,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150526,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150537,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150544,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150569,9.391,youthful-sweep-2,13,sac,strong,True,250000,True,8
150604,9.391,youthful-sweep-2,13,sac,strong,True,250000,True,8
150606,9.391,youthful-sweep-2,13,sac,strong,True,250000,True,8
150618,9.391,youthful-sweep-2,13,sac,strong,True,250000,True,8
150663,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150682,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150692,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150693,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150695,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150716,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150720,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150738,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150746,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150762,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150816,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150823,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
150858,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150876,9.389,youthful-sweep-2,13,sac,strong,True,250000,True,8
150879,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
150882,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
150900,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
150919,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
150947,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
150990,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
150996,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151001,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151026,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151029,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151046,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151052,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151054,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151055,9.385,youthful-sweep-2,13,sac,strong,True,250000,True,8
151093,9.386,youthful-sweep-2,13,sac,strong,True,250000,True,8
151126,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
151167,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
151170,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
151222,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
151223,9.39,youthful-sweep-2,13,sac,strong,True,250000,True,8
151305,9.392,youthful-sweep-2,13,sac,strong,True,250000,True,8
151375,9.398,youthful-sweep-2,13,sac,strong,True,250000,True,8
151391,9.398,youthful-sweep-2,13,sac,strong,True,250000,True,8
151400,9.398,youthful-sweep-2,13,sac,strong,True,250000,True,8
151423,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151438,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151471,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151477,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151479,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151481,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151493,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151495,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151521,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151522,9.401,youthful-sweep-2,13,sac,strong,True,250000,True,8
151557,9.405,youthful-sweep-2,13,sac,strong,True,250000,True,8
151569,9.405,youthful-sweep-2,13,sac,strong,True,250000,True,8
151619,9.405,youthful-sweep-2,13,sac,strong,True,250000,True,8
151710,9.405,youthful-sweep-2,13,sac,strong,True,250000,True,8
151738,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
151772,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
151775,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
151795,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
151832,9.405,youthful-sweep-2,13,sac,strong,True,250000,True,8
151862,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
151881,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
151913,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
151978,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
151986,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
151998,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152083,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152126,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152173,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152188,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152249,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152262,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152270,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152311,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152346,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152350,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152351,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152354,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152386,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152394,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152397,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152406,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152424,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152433,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152437,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152466,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152500,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
152512,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152548,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152582,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
152583,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
152595,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152629,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
152652,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
152676,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
152679,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152692,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152708,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152774,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152777,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152780,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152822,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
152849,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152900,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152914,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152960,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
152990,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
153010,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
153025,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
153076,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153086,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153098,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153131,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153135,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153143,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
153175,9.407,youthful-sweep-2,13,sac,strong,True,250000,True,8
153210,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153236,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153240,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153242,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153251,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153261,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153302,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153306,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153318,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153350,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153356,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153379,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153437,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153487,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
153524,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153529,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153583,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
153613,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153647,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153651,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153662,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153673,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153720,9.399,youthful-sweep-2,13,sac,strong,True,250000,True,8
153725,9.399,youthful-sweep-2,13,sac,strong,True,250000,True,8
153759,9.399,youthful-sweep-2,13,sac,strong,True,250000,True,8
153760,9.399,youthful-sweep-2,13,sac,strong,True,250000,True,8
153776,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153780,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153853,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153854,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153891,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153892,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153904,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153921,9.4,youthful-sweep-2,13,sac,strong,True,250000,True,8
153925,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153938,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
153977,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154022,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154031,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154037,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154050,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154090,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154110,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154137,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154162,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
154190,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154200,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154205,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154226,9.403,youthful-sweep-2,13,sac,strong,True,250000,True,8
154279,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154316,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154357,9.404,youthful-sweep-2,13,sac,strong,True,250000,True,8
154397,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
154403,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
154447,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
154465,9.408,youthful-sweep-2,13,sac,strong,True,250000,True,8
154521,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154569,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154608,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154619,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154702,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154717,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154739,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154758,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154773,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154774,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154798,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154806,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154811,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154822,9.41,youthful-sweep-2,13,sac,strong,True,250000,True,8
154881,9.406,youthful-sweep-2,13,sac,strong,True,250000,True,8
154920,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
154943,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
154957,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
154981,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
154989,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155086,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155097,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155129,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155154,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155210,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155215,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155230,9.411,youthful-sweep-2,13,sac,strong,True,250000,True,8
155316,9.416,youthful-sweep-2,13,sac,strong,True,250000,True,8
155318,9.416,youthful-sweep-2,13,sac,strong,True,250000,True,8
155350,9.415,youthful-sweep-2,13,sac,strong,True,250000,True,8
155389,9.416,youthful-sweep-2,13,sac,strong,True,250000,True,8
155413,9.416,youthful-sweep-2,13,sac,strong,True,250000,True,8
155436,9.415,youthful-sweep-2,13,sac,strong,True,250000,True,8
155487,9.416,youthful-sweep-2,13,sac,strong,True,250000,True,8
155525,9.415,youthful-sweep-2,13,sac,strong,True,250000,True,8
155532,9.415,youthful-sweep-2,13,sac,strong,True,250000,True,8
155557,9.419,youthful-sweep-2,13,sac,strong,True,250000,True,8
155575,9.419,youthful-sweep-2,13,sac,strong,True,250000,True,8
155593,9.419,youthful-sweep-2,13,sac,strong,True,250000,True,8
155644,9.419,youthful-sweep-2,13,sac,strong,True,250000,True,8
155651,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155666,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155682,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155690,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155733,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155758,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155761,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155787,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155803,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155822,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155839,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155851,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155886,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155907,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155933,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155942,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155966,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155968,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155970,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155972,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
155999,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156016,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156039,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156044,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156152,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156165,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156169,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156175,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156265,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156276,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156291,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156304,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156311,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156348,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156363,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156379,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
156384,9.42,youthful-sweep-2,13,sac,strong,True,250000,True,8
